40.913685,-73.116048
42.930765,-75.38053
42.887468,-78.872406
42.663782,-77.056454
40.90754,-73.849079
42.683264,-73.846461
42.69456,-73.848436
40.804167,-73.965894
40.710652,-74.016396
42.957863,-76.541092
44.667361,-73.444894
42.680278,-73.837669
42.731262,-73.72642
44.435781,-74.246071
42.845426,-73.808152
40.759484,-73.965206
44.214426,-73.594677
40.779901,-73.952675
42.82523,-73.92389
41.001268,-72.29503
42.780881,-73.705676
43.111488,-77.548676
41.40859,-74.413372
41.015587,-72.489904
42.678158,-73.78155
42.084094,-73.955029
44.442528,-73.674603
40.76828,-73.528019
40.771689,-73.955816
40.725338,-73.593701
40.765153,-73.984347
41.93615,-73.997814
40.675124,-73.988492
40.763564,-73.960236
41.286198,-73.93043
43.058244,-75.971429
42.878166,-77.255793
40.764623,-73.976181
44.505435,-75.273847
43.196899,-77.703881
42.944626,-76.443793
40.761051,-73.974877
40.802368,-73.961689
42.73511,-73.68805
40.636324,-74.019228
40.74793,-73.974556
42.911728,-78.694835
40.763053,-73.902931
40.920448,-72.666154
40.753624,-73.823573
40.628685,-73.232953
41.310139,-73.905002
40.729133,-73.855355
41.667875,-74.105849
44.35082,-74.11515
40.735594,-73.995291
43.059322,-77.651957
43.113732,-75.592024
43.192753,-77.58572
42.896112,-78.868551
40.811206,-73.963782
40.740828,-74.008074
43.181259,-76.256973
44.294213,-74.01095
42.653762,-73.774222
42.816642,-73.924801
42.102039,-79.325406
42.649353,-73.923215
43.700216,-73.986141
42.859752,-76.985564
44.22469,-74.448721
40.847482,-73.937862
40.692645,-73.985451
40.765153,-73.984122
40.908117,-73.315463
40.662119,-73.723241
41.115126,-74.153754
40.692372,-73.969893
40.719814,-74.010394
44.297026,-74.010764
40.710628,-74.006186
40.79009,-73.130392
40.758766,-73.961406
42.996895,-77.667425
40.780143,-73.98221
43.066266,-77.641423
40.665961,-73.536912
40.753639,-73.823616
43.092458,-75.316904
42.6074,-73.872826
42.283144,-78.669294
42.9687,-78.6957
40.7219,-73.9567
42.684834,-73.804965
43.239445,-78.19818
40.734817,-73.989198
40.732324,-73.99517
42.161972,-76.867318
42.959882,-78.758655
43.080709,-77.943679
40.730501,-73.993075
42.761402,-73.82204
42.980201,-78.595784
40.766857,-73.952647
41.9305,-74.9088
42.733932,-73.67077
42.864962,-73.781404
40.745449,-73.989622
41.52674,-73.8945
43.460055,-76.482728
43.077341,-73.782443
42.648003,-73.75229
43.447598,-73.69586
41.102018,-74.02801
40.787976,-73.971145
43.94881,-74.45143
40.816366,-73.947365
44.324241,-74.131946
40.772197,-73.95183
41.026867,-73.767674
40.739982,-73.600521
42.9693,-76.846
40.68722,-73.981174
41.090931,-73.91985
40.63947,-74.076912
43.051581,-76.157208
43.091965,-77.580734
41.723953,-74.1176
40.773528,-73.959538
42.721994,-73.678944
42.63788,-73.75896
40.717124,-73.99201
43.131242,-73.752015
42.885934,-78.879364
44.224994,-74.465687
41.741984,-74.080814
43.112972,-77.485756
43.418575,-73.713812
43.292145,-73.65228
41.313472,-74.125
43.09971,-78.939097
40.773472,-73.95992
42.844732,-76.695984
43.154875,-75.965306
43.076712,-76.169225
40.8799,-73.907762
40.761692,-73.01223
40.774316,-73.951909
40.744011,-73.974116
43.1024,-76.1874
41.63666,-73.91962
42.867737,-73.928119
